content,score,Label
"Saya sudah check out pembayaran juga sudah.. Jadwal keberangakatan juga sudah sesuai tp knp waktu mau check in bagasi jadwal berubah keberangkatan lebih maju.. Alhasil saya harus reschedule dan harus bayar lagi 90%.. Saya coba hubungi cs dari pihak traveloka sama sekali tidak bisa.. Ini benar"" merugikan customer.. Ini terjadi sudah 2x dan tidak ada konfirmasi dari pihak cs traveloka.. Semua nomer cs saya browsing jg tidak dapat dihubungi.. Bukan masalah uang tapi penjelasan.. 6jt hilang gitu aja",1,Negatif
Akhir-akhir ini banyak sekali kamar yang tidak tersedia di traveloka. Sayang sekali padahal ini aplikasi bagus. Semoga bisa diperbaharui lagi ketersediaan kamarnya,3,
"Reschedule makin buruk, dulu kyknya reschedule lebih mudah, easy reschedule tidak easy. Paraah ada menu reschedule lebih dari 3 hari, namun tidak bisa reschedule lebih dari ituu. Mohon kerja samanya dengan maskapai diperbaiki",1,Negatif
"Kecewa dengan paylater traveloka,percuma diberikan limit besar tapi tidak bisa digunakan karna alasan keamanan. Padahal di app status saya bagus sampai level 6 max. Tidak pernah ada terlambat bayar sama sekali. Dan tidak pernah menggunakan berlebihan justru jarang saya pakai. Sudah lapor via live chat,email,call center semua nya ga ada solusi! Mungkin IT DEV nya pun kurang pengalaman dalam membuat sistem keamanan. Lalu untuk apa limit besar diberikan tapi tidak bisa digunakan? PERCUMA!",1,Negatif
"Saya merasa dirugikan. Dan sepertinya byk juga mengalami hal yg sama. Semoga calon/ pelanggan tdk mengalami hal yg sama. Uninstall & lebih baik pake aplikasi yg lain🙏🏻 Jgn terkecoh angka rating yg dihitung dg ""caranya sdr""",1,Negatif
Tolong dong untuk po am trans kalau sebelum ke berangkatan di konfirmasi dahulu. Jangan kebiasaan baru kli ini saya kayak dikerjain. Traveloka harus bijak memilih po yang berkualitas. Makasih,1,Negatif
"Tiket refund tidak 100% padahal mutlak kesalahan dari ihak maskapai yg membatalkan terbang tanpa pemberitahuan terlebih dahulu dari pajak maskapai atau Traveloka, pelayanan kurang baik dan sangat mengecewakan 👎",1,Negatif
"GK Bisa login menggunakan akun Facebook. Padahal akun yang di daftarkan menggunakan akun Facebook. Pas saat login kembali aplikasi bener² GK respon. Sudah di update, sudah di hapus data tetap ajh GK ada respon. Tolong di perbaiki",2,Negatif
"serba lengkap untuk urusan wisata ,dll...gampang dalam pencarian segala yang di butuhkan dalam hal berwisata..bertanggungjawab atas setiap masalah yang timbul ketika ada kendala sama perjalanan maupun penginapan..mantap..ok",5,Positif
Applikasi tiket online yg sangat baik. Sangat membantu traveler untuk bepergian. Waktu awal beli tiket pesawat di sini langsung sukses dan berhasil tidak ada hambatan hingga naik pesawat 😆,5,Positif
"Beli tiket jauh2 hari lewat aplikasi ini,biar dapat harga murah,tau2 penerbangan di batalkan oleh maskapai,dengan alasan hanya karena kendala oprasional, GAK MASUK AKAL. penerbangan jkt_batam 3juli 2023",1,Negatif
"Ini gimana ko saya tidak bisa melanjutkan mengisi data yaa,udah di klik selesai tapi tidak melanjutkan ke halaman berikutnya,saya ini penting buat pemberangkatan,gajelas asli😭",2,Negatif
Refund berhasil. Tolong kedepannya traveloka lebih bijak memilih hotel2 rekomendasi. Dan perbaiki bug yg merugikan pelanggan. Terima kasih,5,Positif
Sangat kecewa sya daftar payleter krna sring di spam ada fitur baru payleter giliran daftar gagal udh 1buln loh mau daftar lagi gak bisa kenapa ini padahal sya bukn pengguna baru sya udh pengguna silver priority!!! Tolong solusinya 🙏🏻🙏🏻,1,Negatif
"Hati2 kalau beli tiket pesawat, berasa dijebak krn auto centang asuransi penerbangan, bagi yg tidak hati2 dan terburu2 booking akan lgsung dikenakan asuransi penerbangan. Tolong jgn bgtu caranya",4,Positif
"Traveloka ini bagaimana sih konsep hitungan nya, kalau jarang dipakai level naik terus tapi ini dipakai malah level turun terus.!! Dalam bulan ini udah 2x level nya turun.!! Padahal dipakai bayarnya tepat waktu.!! Tolong dibenahi, buat kecewa aja.",1,Negatif
"Katanya priority,tapi saat kita mengaktifkan traveloka paylater sulit sekali.dan sepertinya dipersulit.padahal saya salah satu pengguna aktif aplikasi ini.mengecewakan sekali..saya lihat beberapa waktu kedepan,kl ga ada feedback nya,saya akan mencoba aplikasi lain yg serupa",1,Negatif
"Maaf. Harga tiket pesawat selalu berubah, pasti naik saat mau payment. Kalo dulu biasanya kadang kadang aja. Mgkin karena booking barengan orang lain. Kalo sekarang hampir selalu terjadi. Gak tau ini trik jebakan atau strategi pasang harga murah didepan, atau sistem aplikasi yg oon parah update harga terbaru. Dengan menyesal bintang 1. Padahal dulu andalan. Re: Bukan itu, masalahnya harga yg tampil diawal pencarian bukan harga terupdate dr maskapai, harga update baru muncul saat mau payment.",1,Negatif
"Baru-baru ini, Tolong buat Traveloka tidak iklan2 di aplikasi WhatsApp atau Instagram terutama WhatsApp (secara tiba2 muncul iklan tanpa alih-alih) yang cukup mengganggu harus nunggu beberapa detik dan close-close terus. Tolong untuk iklan pada tempatnya ya. Terima kasih.",4,Positif
"Sudah pakai aplikasi ini bertahun tahun, sudah puluhan kali booking lewat traveloka, hotel, tiket ka, dll, tidak pernah sekalipun ada kendala atau masalah. Bagi saya traveloka tetap nomer Satu di banding yg lain. Hanya saja paylater nya traveloka agak aneh, makin sering pake malah level nya gampang turun, kalau jarang di pakai malah levelnya cepat naik, padahal gak pernah telat bayar, entah bagaimana hitungan nya.",5,Positif
"Yang komentar miring tentang Traveloka, itu ga benar. Saya pengguna Traveloka cukup lama, dan merasa puas dengan adanya aplikasi ini, karena sangat membantu saya buat booking hotel dengan harga relatif murah, dan bayar tinggal datang ke Alfamart...beres dah.... Traveloka is the best pokoknya",5,Positif
Mempersulit. Sudah bayar dan kirim bukti mutasi rekening karena tidak sempat screenshoot yang ada tulisan berhasil saat mens tranfer. Uang saya tidak bisa balik dan tidak dapat etiket. Al hasil uang hangus 400rb melayang. Responnya lama dan sangat bertele tele. Kecewa galagi lagi pesen apapun di traveloka yang ada bikin duit menipis. Kecewa.,1,Negatif
"First impression jujur aplikasinya ringan dan user friendly banget , UI/UX nya enak dimata , kalo ditambahin fitur live event kaya sebelah , pasti nambah perfect ini aplikasi , pokoknya aplikasi ini serba mudah dan ringan , traveloka gokil 😍 tetap konsisten ya traveloka❤",5,Positif
"Selama pake traveloka bwt booking hotel takpernah ada masalah, buat keperluan lain belum coba,...dulu punya dua applikasi travel agent,....tapi yang satunya lagi gak punya representative CS di Indonesia jadi agak worry, menurut gw plus minus gada yang sempurna...dan sesekali ada trouble,...tapi so far menurut gw sementara ini applikasi terbaik untuk booking hotel...",5,Positif
"aplikasinya cukup membantu,, terutama di bidang perhotelan,, cuman sayang ada 1 kekurangan menurut saya,, seharusnya traveloka bisa sekaligus menampilkan no tlp/no watshap hotel tersebut,, biar dmn kita ada keterlambatan chekin jd kita bisa menghubungi dulu pihak hotel nya. mungkin kalo di barengin di tampilkannya no tlp/no watshap pihak hotel mungkin akan jauh lebih sempurna. mksih traveloka sukses sllu. mungkin itu masukan dari saya moga di tingkatkan lagi ke depannya.",5,Positif
"Kualitas CS sangat amat buruk, masalah tidak bisa diselesaikan, selalu berganti ganti org terus dan selalu alasan yg tidak masuk akal, saya komplain dari awal oktober sampai skrg tidak kunjung selesai, status naik dan level naik tapi paylater tidak bs dipakai, percuma level naik dan status naik, ""pakai terus travelokamu"" Bgm mau dipakai wong di apps nya aja ga bisa !!! Pokoknya bintang 1 aja !!!!!!!!",1,Negatif
"Sering menggunakan aplikasi ini untuk pemesanan hotel, aman2 aja. Dan gak pernah ada kesulitan apapun dr transaksi maupun pemesanan. Yang di sayang kan cuma satu SELALU DAPAT VIEW JELEK , SELALU VIEW NYA TEMBOK, PADAHAL HOTEL YG DIPESAN JUGA GAK MURAH. Dan gak bakal di upgradelah krena ulasan setelah upgrade kok jelek2. Jd takut untuk upgrade.",3,
"Traveloka sangat membantu dan memudahkan semua kebutuhan traveling saya, terutama fitur paylater nya. Namun untuk penilaian skor yang berpengaruh ke limit paylater nya masih membingungkan. Ada transaksi salah, tidak ada transaksi juga salah. Skor naik turun tanpa kejelasan. Bisa tiba-tiba naik atau turun. Acuan nya tidak sama dengan praktek nya.",5,Positif
"Taveloka ini emang super bgt sih soalnya kayak apa aja ada gtu, ga cuma tiket pesawat atau hotel doang, Walaupun app versi baru tp gaada masalah selama aku pake di hp aku dan malah makin kerasa lebih gampang untuk pilih2 kebutuhan kita. Semoga makin ditingkatkan lg kedepannya.",5,Positif
"Ini sistem pengantaran traveloka eats gimana si? Kenapa kurirnya muter-muter, dan beberapa kali pesen tuh sering banget telat nyampenya dari waktu perkiraan bahkan pernah telat sampai satu setengah jam-an. Mohon traveloka untuk memperbaiki sistem pengantaran makanannya.",3,
"saya pribadi sangat merasa terbantu dgn adanya aplikasi traveloka ini.. tp alangkah lbh baik klu poin yg di dpt dr setiap transaksi, bisa lngsung di gunakan.. supaya ada penghematan sedikit.. namun begitu, saya ttp ingin mengucapkan terimakasih utk traveloka.",5,Positif
"Praktis n simple pesen apa2 dari Traveloka, harganya juga affordable dan kompetitif untuk masalah kebutuhan traveling. Tampilan apps nya jg enak dan nyaman diliat, bikin betah scrolling lama2. Diskon dan promonya juga banyak banget!",5,Positif
"Gak pernah crash app nya, bagus bgt nyaman dipake dan mudah untuk cari produk yg dibutuhin. Harganya cukup baik lah karena pilihan hotel dan penerbangan sangat lengkap. Bisa ditambah dengan promo diskon yg menarik harga jadi makin oke lg. Saran saya 1 mungkin dilengkapi lagi produk layanan mode perjalanan darat untuk di luar pulau jawa",5,Positif
"gak cuma ngebantu buat cari akomodasi, tapi bisa jadi guide juga buat cari2 rekomendasi tempat wisata sama kuliner yang oke pas liburan. Tapi tahun ini gak keluar kota dulu, staycation aja di kota ku. Lumayan bgt banyak promo di Traveloka nya juga...",5,Positif
"Aplikasinya makin jadi berat. Mau cari kota di kolom pencarian tdk muncul muncul. Memang koneksi kami agak lemot, tapi dulu masih bisa di buka. Tapi sekarang NOL Sepertinya sdh saatnya saya hapus aplikasi ini. UNTUNG ADA TOKOPEDIA yang lebih bisa di andalkan. Soal harga sama kok. NOL NOL DAN NOL untuk aplikasi ini.",1,Negatif
"Bintang 5 buat traveloka!! ga cuma jadi app yang bisa bantu buat traveling, tapi skrg juga banyak produk lainnya, contohnya yang aku sering pake adalah xperience. Sebagai cewek pasti seneng bgt nyalon dan spa kan,, hehehe,, apalagi kalo dapet diskonan, bakalan makin sering pake produk-produk traveloka nanti habis PPKM selesaiii",5,Positif
"Baru pertama kali pake app ini untuk pesen tiket pesawat. Sempet takut soalnya bingung pandemi gini ribet ga ya buat terbang.. ternyata pas cek traveloka, semua regulasi pemerintah selalu di update dan kita juga bisa tanya2 sama cs nya kalau ada yang ga yakin. pengalaman yang mengesankan untuk pengguna baru seperti saya",4,Positif
"fixxx sih traveloka jadi salah satu aplikasi yang wajib ada di HP. fiturnya lengkap, ga ribet, bayarnya gampang, trs juga traveloka ngasih inspirasi staycation yang the bestttttt. ini penting banget si, aku jadi ga bingung lagi kalo mau bepergian. Pokoknya beneran ngebantu aku banget. tapiiii yang paling bikin seneng si karena banyak promo² menarik yang bikin kantong tetep aman meskipun jalan-jalan terus wkwk. gabakal nyesel deh kalo pake traveloka🤩",4,Positif
"Traveloka andalan banget dari jaman kuliah, kalau berpegian selalu pesan tiket via traveloka, bisa liat list harga transportasi dan penginapan. Aplikasinya juga nyaman banget dipakenya, cari produk apa aja gampang. Nice!",4,Positif
"begitu saya kasih bintang 1, ada critical security alert di email saya, ada yg mencoba masuk..banyak buzzer bintang 5 gak jelas...Dulu saya lebih suka dan sering menggunakan Traveloka utk pembelian tiket pesawat tiap minggu pp.. boleh di cek.. sekarang mungkin sudah berbeda.. banyak promo2 muluk2 yg akhirnya saya skip krn ternyata berbeda dengan apa yg saya harapkan...dan sekarang karena sudah tdk percaya traveloka, jarang sekali buka aplikasi ini",1,Negatif
Sangat kecewa dgn traveloka. No point for them. Saya pesan kamar hotel untuk kemarin dan tidak ada status konfirmasi dr pihak traveloka semalaman! Besok paginya pesanan saya dibatalkan secara sepihak oleh traveloka. Saya sdh telepon cs bahkan tidak bisa karena status volume pemanggilan tinggi dan email serta dm ig jawaban mereka sedang ditangani. Bahkan ditangani tidak ada solusi. Refund? Haha mengecewakan Big no for traveloka.,1,Negatif
"Waktu itu tiket yg saya pesan terjadi perubahan harga saat tiba di ATM ttp krn kendala jaringan harga tiket tidak menunjukan perubahan, dan setelah transfer, saya menunggu tiket/struk pembayaran yg dikirim Traveloka ttp ada email yg masuk, dari situ saya mulai gelisa dan mencoba untuk mencari-cari jaringan setelah beberapa menit saya kembali membuka aps Traveloka dan ternyata harganya sudah berubah lebih tinggi dari sebelumnya, laluh kemudian muncul pemberitahuan untuk pengembalian uang.",4,Positif
"bagus, cuma sering ngalamin uda pesen d traveloka tapi pas nyampe hotelnya ternyata pesenannya gak masuk k hotelnya, mungkin perlu dimonitor lagi.., terus sering banget hotel yang emang kita gak bisa pesen tapi tetep muncul di hasil pencarian, mungkin baiknya di off in aja atau gimana gitu.",3,
"Saya agak kecewa dengan traveloka saat ini, beberapa kali booking hotel tidak pernah ada masalah, tapi sekali ini sy memesan hotel waktu check in ternyata kata resepsionis oesanan saya tidak terdaftar. Bagaimana ini traveloka, sy sdh coba menulis pesan di kolom bantuan tapi nyatanya tidak terbantu sama sekali. Tidak bisa juga menghubungi melalui telp. Ribet sekali",1,Negatif
"Saya sangat kecewa sekali dengan traveloka, saya pake aplikasi ini untuk check in di Hotel Dewi jombang, di traveloka ditulis dengan fasilitas kamar ac/ quen bed/shower dengan harga yang tercantum, tetapi yang saya dapatkan kenyataanya 180 derajat, kamar 2 single bed dengan sprei deitengah*"" robek, kipas geleng*""/ kipas berdiri/ dan kmar mandi bukan shower. Silahkan cek review di Maps Hotel Dewi Jombang... Semoga Traveloka lebih selektif terhadap item clien yg ditawarkan di aplikasi. Thanks",1,Negatif
"Baru pertama kalinya pakai Travelgaoke, pesen hotel buat acara tunangan buat buffer. Pas pesen harus bayar saat itu juga(ada spare waktu sih, padahal bisa pakai sistem bayar di hotel (bisa ditambahkan) jadi kalo ada halangan dan tiba tiba gajadi kita juga ga rugi, liat komen sebelum-sebelumnya juga refund susah bahkan ada yg ga bisa refund. Harga pas kita cek ketersediaan dan pas pesen bisa beda jauh, lucu si. Mohon dibenahi sistem administrasinya, biar sama untung (penyedia jasa, aplikator, cs",1,Negatif
"Aplikasinya lengkap untuk kebutuhan traveling dan pembayaran tagihan bulanan. Terlebih lagi adanya traveloka pay later yg sangat membantu dalam pembayaran tiket dan lain sebagainya, jadi bisa mengurangi beban bayar cash karena bisa di cicil, terima kasih traveloka. Tp pengalaman di traveloka eat agak ribet ya, lebih baik voucher di ganti degan barcode saja supaya lebih simple dan gampang. Kecuali untuk tiket hiburan bisalah memakai voucher krn agak ringan di banding beli lansung di tempat. Terim",5,Positif
"Awalnya saja yang baik. Limit mulai berkurang, padahal kalau dilihat histori penggunaan cukup baik. Malah menonaktifkan, dengan alasan covid. Padahal Applikasi lain berlomba2 memakai layanan paylater. Traveloka malah menonaktifkan layanan. Saya harap sebelum menonaktifkan lihat secara bijaklah. Kecuali jika histori dalam penggunaan layanan pernah bermasalah, baru dipertimbangkan. Kecewa..",1,Negatif
"Untuk pemesanan tiket, dll sementara ok. Hanya utk pendaftaran PAYLATER, mengapa susah sekali. Verifikasi (foto) KTP, sdh 1000x sy ulang-ulang tapi tetap tdk bisa. Kalau untuk ngepasin foto dengan bingkai yg diformat oleh Traveloka yg Absolute, MANA BISA BOS !!! Bingkaimu beda ukuran dengan KTP. Mana bisa kita olor panjang & potong KTP !!!! Kalau tidak memperkenankan konsumen untuk ngutang, GAK USAH kasih pilihan/item tsb.",1,Negatif
"Traveloka khususnya paylater luar biasa dalam hal penagihan seminggu sebelum jatuh tempo penbayaran sudah diingatkan saya acungi jempol sehari bisa telpon sampai puluhan kali, tapi saya punya alasan untuk menunda pembayaran yg hanya 102.000 karena paylater tidak bisa digunakan selama masa pandemi keterangannya, buat apa bayar kalau setelah dibayarpun paylater tidak bisa di gunakan, sangat merugikan sekali.. Aplikasi sejenis lainnya masih bisa digunakan selama musim pandemi.. Saya kecewa",1,Negatif
"Maaf setelah 6tahun pakai traveloka dan dulu sangat suka sekali, sampai limit paylater bertambah, sekarang sistem cicilan traveloka sangat membingungkan. Tidak ada grafik/ skema tagihan.. bunga denda sangat tinggi jika pembayaran tidak full. Kecewa",1,Negatif
"Overall aplikasi sdh user friendly dan aplikatif banget. Tapi ada catatan : Setiap Reservasi kamar ada kolom permintaan khusus. Tapi setiap saya pesan kamar dan mengisi permintaan khusus tsb tdk pernah sampai ke pihak hotel. Hotelnya selalu bilang, setiap selesai pesan via traveloka hrs telp lagi ke hotelnya utk menyampaikan apa saja permintaan khususnya. Jadi kalo sprti itu utk apa saya mengisi kolom permintaan khusus kalo tidak ada gunanya.",3,
Secara harga kompetitiflah. Namun ketika mau check out selalu masalah di pembayaran. Sudah era digital kenapa gaada m-banking secara keseluruhan bank. Tambahkan fitur pembayaran seluruh bank baik mbanking/fitur lainnya. Thanks !!,3,
"sangat mengecewakan sekali traveloka sekarang, alasan covid dipakai untuk blokir limit paylater, tapi penjelasan cs di blokir dikarenakan pernah telat 1 hari, yang benar yg mana, padahal transaksi saya sangat aktif, tagihan jg sudah lunas semua, memang traveloka sudah gak bagus lagi seperti dulu, uninstall saja lah!!! kalau menyarankan beli melalui pembayaran langsung, masih banyak yg lainnya yg kasih harga lebih murah daripada disini, bye bye traveloka",1,Negatif
"Traveloka selalu jadi prioritas & fav buat hunting tiket dan hotel. Apalagi tiba-tiba dapet tawaran Paylater. Lngsung dpt limit lumayan. Berulang kali dipake karena lbh praktis dr cc, hingga dpt kenaikan limit otomatis. Mkin awesome. Tp itu dulu. Sekarang tiba-tiba limit Paylater terjun bebas. Buat dapet limit segitu (diatas 10jt) transaksi sy udah bnyak & smuanya lunas. Pdhl bbrp bln ini nggak pake Paylater nya (limit tetap full) krn pandemi. Tapi mendadak anjlok drastis banget. Kecewa parah!!",1,Negatif
"sebelum ada paylater saya selalu membayar traveloka lewat atm atau cash ditempat pada saat pembelian tiket atau hotel. sejak ada paylater saya sekali menggunakan paylater dan mendapat kenaikan limit, tetapi selanjutnya saya ganti email dan mendapat kenyataan paylater terblokir dengan alasan pembayaran terlambat dan nilai kredit yg tidak baik. skr buktikan kalau saya terlambat dan nilai kredit buruk di traveloka, sungguh sangat mengecewakan dan membuat saya uninstall traveloka. trm ksh.",1,Negatif
Saya sangat kecewa!!! Krna sudah menunggu refund 90hari hampir setiap minggu menelpon ke traveloka dan pihak maskapai katanya masuk ke rekening!!!! Ternyata traveloka mengembalikan dlm bentuk voucher!!! Pembelian saya hampir 6jt!!! Lalu dibuat apa voucher itu kalau tdk ada tujuan yg jelas dan keadaan yg jelas sprti skrg!!!!! Hal ini beda sekali dgn aplikasi perjalanan lain!!!! Dtmpt lain dkembalikan dlm bentuk uang yg di kreditkan di rekening pribadi!!!!!,1,Negatif
Refaund saya sampai saat ini belum juga berhasil. Sudah tanya cs by tlp sibuk terus by pesan selalu operator yang balas! Tidak ada kepastian sama sekali kalau begini caranya jujur saya sangat kecewa. Bilangnya dipermudah untuk refaund tiket perjalanan tapi mana buktinya? Padahal sebelumnya aman-aman aja kenapa sekarang begini yah. SANGAT TIDAK MEMBANTU !!,1,Negatif
"segala aktivitas penerbangan dan hotel dari dulu slalu mempercayakan traveloka , dengan kemudahan akses transaksi. Respon cepat, pengalaman pribadi waktu ada pemasalahan check in hotel memang tidak mempersulit saya. terimakasih traveloka sebagai sahabat setia dalam jasa pelayanannya.. sukses slalu..🙏🙏",5,Positif
"Makin lama makin mundur saya lihat, dari segi penawaran promonya kurang tertarik, tidak seperti dulu. Untuk keseluruhan harga di tahun ini gak beda jauh sama aplikasi di sebelah. Dulu hampir setiap penerbangan, data internet, ataupun lain-lainnya saya beli di Traveloka karena promo dan diskon yg di tawarkan menarik, tetapi melihat yang sekarang, jadi kurang tertarik, kalau bisa seperti dulu saja promo dan diskon yg di tawarkan. Thanks.",1,Negatif
"Saya baru pakai traveloka, kebetulan saya sudah booking hotel di traveloka, tapi pada saat sehari sebelum mau berangkat, tiba² suami saya sakit, otomatis saya minta di reschedule, tetapi mengapa tidak bisa dibantu yaa.. Padahal statement nya traveloka ""mengubah bukan masalah. Kami pastikan jadi mudah"" nyatanya mana nih.. Malah bikin kecewa..",1,Negatif
Tolong perjelas bagaimna cara menggunakan diskon di traveloka karena sangat tidak jelas bahkan tidak bisa digunakan .buat cara yg lebih simpel aja gak usah di buat ribet . Mba tolong di perbaiki sistem diskon atau potongan dengan kartu kredit atau poin atau payLater dan sejenisnya . Tidak ada potongan diskon seperti yg awal awal tahun lalu . Mala yg ada sekarang udah kayak aplikasi debit kredit dari atm atau kartu kredit .perlu anda ketahui kalau didunia ini gak semua orang pakai kartu,3,
"Aplikasi lengkap dan bagus, sekedar saran, untuk hotel yang tempatnya sulit dicari lewat maps, sebaiknya jangan ditampilin...dan buat developer..tambahin tiket kapal dong (PELNI) biar jadi semakin komplit..trims",5,Positif
"Saya pesan hotel dari Malang, keyword udah cari hotel terdekat dari Purabaya.. Di screen keterangannya 1.3km doank.. Sampe Surabaya ternyata jaaauhhh.. Ya Tuhan mana capek, tertipu keterangan mana udah cek in udah bayar.. Walaupun ga seberapa ya tapi kondisi udah sangat kelelahan, rasanya luar biasa amat sangat kecewa.. Tolong perbaiki lagi keterangan lokasi terdekat nya, jangan kayak gini donk 😢",1,Negatif
Mengalami kejadian yg menjengkelkan. Notif baru kalo sukses yg bunyinya centing. Muncul berkali-kali. Bahkan sudah di tutup tapi tetep muncul. Buka aplikasi lain pun langsung kalah sama notifnya. Alhasil harus restart. Itupun susah karena layar berubah notif terus. Please fix it. Its annoying. Sampe khawatir apa CC ter debet berkali kali.,1,Negatif
"Pesan di hotel yg sama, menggunakan hp yg beda ternyata harganya juga ikut beda. Tadinya pilih paket yg include breakfast, eh pas sudah dibayar dan mau masuk kamar ternyata dapetnya yg tanpa breakfast. Sudah telpon cs malah dibilang kami yg salah klik. Pas coba cek harga di hp lain, harga itu fasilitasnya beda.",2,Negatif
"Sekarang diskonnya sedikit tdk seperti dulu. Untuk traveloka poin juga hadiah penukarannya pilihannya sedikit dan kurang menarik, untuk dapat penukaran diskon pemesanan dibutuhkan poin yang banyak, padahal sekali transaksi dapetnya cuma sedikit dan itupun yang tidak pakai diskon. Serta ada expirednya. Beda sama aplikasi sebelah yang poin dapatnya banyak (baik pakai kupon ataupun tidak dapat poin), dan bisa langsung ditukarkan diskon aplikasi untuk pemesanan. Mulai pindah ke lain hati nie",3,
"knp bintang 4? sebenarnya sistemnya udh bagus, & semoga suatu hr nnti....disistem Traveloka mampu ""membaca"" kebiasaan user nya (via medsos), sehingga secara otomatis memberikan ""promo/diskon"" sesuai dg minat/kebiasaan user nya. Terimakasih Traveloka, hope for long life & the best thing ever 🙏💞",4,Positif
"Aplikasi yang buruk.. harga yang tertera berubah ubah,setelah pesan tiket pesawat mau ke proses pembayaran harga langsung naik 100 persen padahal baru 1 menit saya proses dan saya ulang ulang sampai 10 kali tetap begini.. harga yang tercantum sebelum ke proses pembayaran berbeda 100 persen.. harap diperbaiki atau pengguna pindah ke aplikasi sebelah.. seperti sangat tidak profesional,dan saya jadi ragu untuk transaksi di aplikasi ini..",1,Negatif
"Sangat sangat kecewa dengan pelayanan Bus/travel di Apl traveloka, jam keberangkatan dan tiba sma sekali tidak sama dengan estimasi yg ada, jalur juga tidak sesuai ditulis lewat Tol cipali ternyata tidak. Harganya jga mahal tau kaya gini lebih baik saya lngsung ke terminal aja gga perlu booking"" seperti ini, sangat merasa dirugikan pengen cepat sampai tujuan dengan booking online tapi malah sangat mengecewakan!",1,Negatif
"Membantu sih , tapi saya kecewa.... Banyak iklan , padahal aplikasinya gak aku buka dan udah aku paksa berhenti... Tapi tetap aja kalau lagi nonton youtube , film , dll,, iklan traveloka selalu muncul terus. Akhirnya aku aku copot instalannya , soalnya Traveloka mengganggu waktu saya untuk sekedar nonton youtube , film , dan bermain game. Mohon diperbaiki , biar saya gak instal ketika butuh dan un-instal ketika aplikasi mengganggu.",2,Negatif
Traveloka yang aku suka penyedia berbagai tujuan dikota-kota besar Indonesia..🙏.. untuk sekedar saran seharusnya traveloka adakan tiket yang lebih variatif terutama tiket bus (sebab yang saya booking beberapakali yang tersedia hanya puspa jaya saja).. jadi tolong lebih ditingkatkan lagi supaya pelanggan dapat memilih bus dari berbagai macam jenis 🙏... SUKSES TERUS UNTUK TRAVELOKA🎉,4,Positif
"KECEWA. Sblum pembayaran, ada pilihan cicil 0% 3x, 6x, or 12x dgn kartu kredit. Pilihannya ada dgn kolom combo box, seolah bs dipilih tp tdk bs diklik. Sblum klik ""Bayar Sekarang"" sy sdh cek dr atas ke bwh apakah bs pilihan cicilan itu diklik. Karena gak bisa, akhirnya sy putuskan klik dulu ""Bayar Sekarang"", setelah ganti halaman trnyata gak ada pilihannya dan tagihan lngsung terbayar tanpa konfirm (via Google autofill). Call cnter tdk ada solusi. Klau mmang tdk terima cicil, y jgn ditampilkan!",2,Negatif
"beda Traveloka dulu dengan sekarang, sudah 3 kali daftar paylater, data dan nomor telpon sudah sesuai dan lengkap dengan persyaratan, akhirnya ""MALAH DI TOLAK TERUS"" tanpa alasan yang jelas, mau coba daftar lagi Paylater malah harus nunggu 6 bulan kedepan, tanya ke CS jawaban muter- muter engak jelas, jdi hilang mod sama Traveloka, jalan satu-satunya ya UNINSTALL AJA.",1,Negatif
"sudah pakai traveloka dari 4 tahun yang lalu, punya paylater 1 tahunan yang lalu dan menggunakan paylater dari 8/9 bulan yang lalu, tiba-tiba limit paylater aku di blokir permanen dengan alasan penyalagunaan akun oleh orang lain, padahal saya pemakai tunggal tidak mungkin di gunakan orang lain sedangkan untuk login butuh tahap untuk verifikasi yang saya buat, sangat kecewa dengan traveloka memberi alasan yang tidak jelas. bukan mslah uangnya, kalau sudah di blokir psti nama baik saya jdi brmslah",1,Negatif
haduh apk traveloka sudah di update pun masih sering not responding dan keluar sendiri. lagi enak2 cari hotel malah macet dan kembali ke menu awal. Perbaiki lagi dong sistem nya. sudah berapa kali kyak gini. Diupdate bukannya makin bagus 😩😧,3,
"Deskripsi hotel dan kenyataan berbeda jauh, di aplikasi ada fasilitas AC, kenyataan pakai kipas, tidak ada selimut, handuk cuma 1 untuk 2 tamu..bener"" mengecewakan...lebih bagus airy room dan aplikasi baru semacam oyo dan red doors, semoga ada perbaikan kalo ga mau ditinggal pelanggan.",1,Negatif
"maaf Skedar Sarankan..Aplikasi Traveloka ""Berat sekali"" sehingga untuk Jaringan internet sedang tidak dapat membuka apalagi cari penerbangan susah sekali klo bisa Agar diperkecil File nya agar gk berat kalah jauh dg Aplikasi tetangga cepat dan simpel. dan lebih mudah penggunaanya. walaupun dapat notifikasi dan promo mau gmana lagi gk bisa d buka. padahal saya sllu Update .. tapi tetep aja lemot.. mohon agar d perbaiki Aplikasinya. jangan kalah sama tetangga .. saya pengguna Traveloka ber tahun2.",2,Negatif
"Aplikasi yg sangat bagus dan direkomendasikan. Banyak pilihan untuk perjalanan dan pihak Traveloka sangat efektif,responsif,ramah,dan bijak dalam menghadapi masalah ketika dihubungi para penggunanya. Tingkatkan dan pertahankan yang baik-baik!!!",5,Positif
"Aplikasi wajib dari jaman dulu... hahaha, baru tau kalau ada fasilitas paylater.. kalau bisa fasilitas paylater bisa dipakai belanja juga pasti lebih sip.. overall makin senang dengan adanya paylater. jadi gk perlu pakai kartu kredit lagi..",4,Positif
