content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Kecewa dgn pelayanan traveloka, saya sdh oder hotel & sdh melakukan pembayaran, sdh ada bukti pembayaran namun VOUCHER tidak terbit dgn alasan kamar telah habis terjual (saya cek diaplikasi kembali ternyata msh ada), ditawarkan 2 solusi yg pertama Relokasi atau Refund, untuk yg Relokasi Hotel lain saya sangat kecewa karena ditawarkan hotel yg tidak sebanding dgn hotel yg saya oder. Apakah ini memang ada kendala di aplikasinya atau ada Oknum"" yg sengaja tidak menerbitkan untuk disalahgunakan.",1,Negatif,kecewa dgn pelayanan traveloka saya sdh oder hotel  sdh melakukan pembayaran sdh ada bukti pembayaran namun voucher tidak terbit dgn alasan kamar telah habis terjual saya cek diaplikasi kembali ternyata msh ada ditawarkan  solusi yg pertama relokasi atau refund untuk yg relokasi hotel lain saya sangat kecewa karena ditawarkan hotel yg tidak sebanding dgn hotel yg saya oder apakah ini memang ada kendala di aplikasinya atau ada oknum yg sengaja tidak menerbitkan untuk disalahgunakan,kecewa dgn pelayanan traveloka sdh oder hotel sdh pembayaran sdh bukti pembayaran voucher terbit dgn alasan kamar habis terjual cek diaplikasi msh ditawarkan solusi yg relokasi refund yg relokasi hotel kecewa ditawarkan hotel yg sebanding dgn hotel yg oder kendala aplikasinya oknum yg sengaja menerbitkan disalahgunakan,"['kecewa', 'dgn', 'pelayanan', 'traveloka', 'sdh', 'oder', 'hotel', 'sdh', 'pembayaran', 'sdh', 'bukti', 'pembayaran', 'voucher', 'terbit', 'dgn', 'alasan', 'kamar', 'habis', 'terjual', 'cek', 'diaplikasi', 'msh', 'ditawarkan', 'solusi', 'yg', 'relokasi', 'refund', 'yg', 'relokasi', 'hotel', 'kecewa', 'ditawarkan', 'hotel', 'yg', 'sebanding', 'dgn', 'hotel', 'yg', 'oder', 'kendala', 'aplikasinya', 'oknum', 'yg', 'sengaja', 'menerbitkan', 'disalahgunakan']",kecewa dgn layan traveloka sdh oder hotel sdh bayar sdh bukti bayar voucher terbit dgn alas kamar habis jual cek aplikasi msh tawar solusi yg relokasi refund yg relokasi hotel kecewa tawar hotel yg banding dgn hotel yg oder kendala aplikasi oknum yg sengaja terbit disalahgunakan
Saya sdh beberapa kali hapus aplikasinya dan download lagi untuk menghilangkan tumpang tindih tulisan/angka yang ada di pencarian harga tiket pesawat. Tetap sama saja masih tumpang tindih gitu,5,Positif,saya sdh beberapa kali hapus aplikasinya dan download lagi untuk menghilangkan tumpang tindih tulisanangka yang ada di pencarian harga tiket pesawat tetap sama saja masih tumpang tindih gitu,sdh kali hapus aplikasinya download menghilangkan tumpang tindih tulisanangka pencarian harga tiket pesawat tumpang tindih gitu,"['sdh', 'kali', 'hapus', 'aplikasinya', 'download', 'menghilangkan', 'tumpang', 'tindih', 'tulisanangka', 'pencarian', 'harga', 'tiket', 'pesawat', 'tumpang', 'tindih', 'gitu']",sdh kali hapus aplikasi download hilang tumpang tindih tulisanangka cari harga tiket pesawat tumpang tindih gitu
"Aplikasi ga ada guna, yang gw hangus gara2 villa byk peraturan dan pihak traveloka juga parah bgt. Semoga cepet tutup ini aplikasi. Harga vila dan hotel nya mahal.",1,Negatif,aplikasi ga ada guna yang gw hangus gara villa byk peraturan dan pihak traveloka juga parah bgt semoga cepet tutup ini aplikasi harga vila dan hotel nya mahal,aplikasi ga gw hangus gara villa byk peraturan traveloka parah bgt semoga cepet tutup aplikasi harga vila hotel nya mahal,"['aplikasi', 'ga', 'gw', 'hangus', 'gara', 'villa', 'byk', 'peraturan', 'traveloka', 'parah', 'bgt', 'semoga', 'cepet', 'tutup', 'aplikasi', 'harga', 'vila', 'hotel', 'nya', 'mahal']",aplikasi ga gw hangus gara villa byk atur traveloka parah bgt moga cepet tutup aplikasi harga vila hotel nya mahal
"E-tiket udh terbit tp sampai di pool ditolak, ternyata ada kendala antr traveloka & pool busnya, sy pun diturunkan dr bus di hari keberangkatan. Setelah komplain sy dpt 2 opsi (reimburse & full refund) tp anehnya opsi pertama disuruh cari bus lain yg detail keberangkatannya sm spt tiket awl (padahal jelas2 bus antar provinsi hampir mustahil bs dpt tiket di hari itu juga). Akhirnya terpaksa plh full refund & akhirnya sy ABSEN kerja 2 hr krn tertunda keberangkatannya. Terima kasih traveloka :)",1,Negatif,etiket udh terbit tp sampai di pool ditolak ternyata ada kendala antr traveloka  pool busnya sy pun diturunkan dr bus di hari keberangkatan setelah komplain sy dpt  opsi reimburse  full refund tp anehnya opsi pertama disuruh cari bus lain yg detail keberangkatannya sm spt tiket awl padahal jelas bus antar provinsi hampir mustahil bs dpt tiket di hari itu juga akhirnya terpaksa plh full refund  akhirnya sy absen kerja  hr krn tertunda keberangkatannya terima kasih traveloka ,etiket udh terbit tp pool ditolak kendala antr traveloka pool busnya sy diturunkan dr bus keberangkatan komplain sy dpt opsi reimburse full refund tp anehnya opsi disuruh cari bus yg detail keberangkatannya sm spt tiket awl bus provinsi mustahil bs dpt tiket terpaksa plh full refund sy absen kerja hr krn tertunda keberangkatannya terima kasih traveloka,"['etiket', 'udh', 'terbit', 'tp', 'pool', 'ditolak', 'kendala', 'antr', 'traveloka', 'pool', 'busnya', 'sy', 'diturunkan', 'dr', 'bus', 'keberangkatan', 'komplain', 'sy', 'dpt', 'opsi', 'reimburse', 'full', 'refund', 'tp', 'anehnya', 'opsi', 'disuruh', 'cari', 'bus', 'yg', 'detail', 'keberangkatannya', 'sm', 'spt', 'tiket', 'awl', 'bus', 'provinsi', 'mustahil', 'bs', 'dpt', 'tiket', 'terpaksa', 'plh', 'full', 'refund', 'sy', 'absen', 'kerja', 'hr', 'krn', 'tertunda', 'keberangkatannya', 'terima', 'kasih', 'traveloka']",etiket udh terbit tp pool tolak kendala antr traveloka pool bus sy turun dr bus berangkat komplain sy dpt opsi reimburse full refund tp aneh opsi suruh cari bus yg detail berangkat sm spt tiket awl bus provinsi mustahil bs dpt tiket paksa plh full refund sy absen kerja hr krn tunda berangkat terima kasih traveloka
kemudahan dan jangkauan dlm bertransaksi,4,Positif,kemudahan dan jangkauan dlm bertransaksi,kemudahan jangkauan dlm bertransaksi,"['kemudahan', 'jangkauan', 'dlm', 'bertransaksi']",mudah jangkau dlm transaksi
mudah dan nyaman pakai traveloka,5,Positif,mudah dan nyaman pakai traveloka,mudah nyaman pakai traveloka,"['mudah', 'nyaman', 'pakai', 'traveloka']",mudah nyaman pakai traveloka
Kenapa saat pengajuan paylater ketika memasukan nama perusahaan selalu dapat notif masukan nama perusahaan yg valid??padahal alamat dan nama perusahaan sudah betul.seakan2 sistem kalian jauh lebih tau saya bekerja dimana.perbaiki deh sistem perusahaan anda.kalau gak ya gak usah sok2an pakai vasilitas paylater kalau memang untuk pengajuan aja udah susah,1,Negatif,kenapa saat pengajuan paylater ketika memasukan nama perusahaan selalu dapat notif masukan nama perusahaan yg validpadahal alamat dan nama perusahaan sudah betulseakan sistem kalian jauh lebih tau saya bekerja dimanaperbaiki deh sistem perusahaan andakalau gak ya gak usah sokan pakai vasilitas paylater kalau memang untuk pengajuan aja udah susah,pengajuan paylater memasukan nama perusahaan notif masukan nama perusahaan yg validpadahal alamat nama perusahaan betulseakan sistem tau dimanaperbaiki deh sistem perusahaan andakalau gak ya gak sokan pakai vasilitas paylater pengajuan aja udah susah,"['pengajuan', 'paylater', 'memasukan', 'nama', 'perusahaan', 'notif', 'masukan', 'nama', 'perusahaan', 'yg', 'validpadahal', 'alamat', 'nama', 'perusahaan', 'betulseakan', 'sistem', 'tau', 'dimanaperbaiki', 'deh', 'sistem', 'perusahaan', 'andakalau', 'gak', 'ya', 'gak', 'sokan', 'pakai', 'vasilitas', 'paylater', 'pengajuan', 'aja', 'udah', 'susah']",aju paylater pasu nama usaha notif masuk nama usaha yg validpadahal alamat nama usaha betulseakan sistem tau dimanaperbaiki deh sistem usaha andakalau gak ya gak sok pakai vasilitas paylater aju aja udah susah
cepat akurat dan terpercaya,5,Positif,cepat akurat dan terpercaya,cepat akurat terpercaya,"['cepat', 'akurat', 'terpercaya']",cepat akurat percaya
"aplikasinya ga jelas, mau pesan tiket tp tiba tiba penuh. masa ga ada update nya padahal udah berharap dapat tiket. 👎",1,Negatif,aplikasinya ga jelas mau pesan tiket tp tiba tiba penuh masa ga ada update nya padahal udah berharap dapat tiket ,aplikasinya ga pesan tiket tp penuh ga update nya udah berharap tiket,"['aplikasinya', 'ga', 'pesan', 'tiket', 'tp', 'penuh', 'ga', 'update', 'nya', 'udah', 'berharap', 'tiket']",aplikasi ga pesan tiket tp penuh ga update nya udah harap tiket
"Parah sih, mw refund lg btuh bgt cash, ga ada pembritahuan di awal kalau bakalan diganti voucher, cuma info tiket bisa refund eh malah trnyata katanya kebijakan maskapai, ambyar dah dikasih voucher mana cuma berlaku 1th. Kecewa banget, dulu traveloka ga kaya gitu. Mhon next di infokan detail min, jadi sekalian cari tiket murah angus angus sklian🙃.",1,Negatif,parah sih mw refund lg btuh bgt cash ga ada pembritahuan di awal kalau bakalan diganti voucher cuma info tiket bisa refund eh malah trnyata katanya kebijakan maskapai ambyar dah dikasih voucher mana cuma berlaku th kecewa banget dulu traveloka ga kaya gitu mhon next di infokan detail min jadi sekalian cari tiket murah angus angus sklian,parah sih mw refund lg btuh bgt cash ga pembritahuan diganti voucher info tiket refund eh trnyata kebijakan maskapai ambyar dah dikasih voucher berlaku th kecewa banget traveloka ga kaya gitu mhon next infokan detail min cari tiket murah angus angus sklian,"['parah', 'sih', 'mw', 'refund', 'lg', 'btuh', 'bgt', 'cash', 'ga', 'pembritahuan', 'diganti', 'voucher', 'info', 'tiket', 'refund', 'eh', 'trnyata', 'kebijakan', 'maskapai', 'ambyar', 'dah', 'dikasih', 'voucher', 'berlaku', 'th', 'kecewa', 'banget', 'traveloka', 'ga', 'kaya', 'gitu', 'mhon', 'next', 'infokan', 'detail', 'min', 'cari', 'tiket', 'murah', 'angus', 'angus', 'sklian']",parah sih mw refund lg btuh bgt cash ga pembritahuan ganti voucher info tiket refund eh trnyata bijak maskapai ambyar dah kasih voucher laku th kecewa banget traveloka ga kaya gitu mhon next info detail min cari tiket murah angus angus sklian
"kenapa traveloka sekarang tidak bisa diajak kerja sama dengan baik yaa,tolong dongg balikin traveloka yang dulu playstore☹️",4,Positif,kenapa traveloka sekarang tidak bisa diajak kerja sama dengan baik yaatolong dongg balikin traveloka yang dulu playstore,traveloka diajak kerja yaatolong dongg balikin traveloka playstore,"['traveloka', 'diajak', 'kerja', 'yaatolong', 'dongg', 'balikin', 'traveloka', 'playstore']",traveloka ajak kerja yaatolong dongg balikin traveloka playstore
"Ini kenapa traveloka tidak bisa dibuka? Dan hanya tersedia dua fitur saja,,fitur pesawat dan hotel. Yg lainnya tidak muncul. Padahal saya sudah update versinya. Mohon bantuan ny. Uda 3 hari seperti ini.",1,Negatif,ini kenapa traveloka tidak bisa dibuka dan hanya tersedia dua fitur sajafitur pesawat dan hotel yg lainnya tidak muncul padahal saya sudah update versinya mohon bantuan ny uda  hari seperti ini,traveloka dibuka tersedia fitur sajafitur pesawat hotel yg muncul update versinya mohon bantuan ny uda,"['traveloka', 'dibuka', 'tersedia', 'fitur', 'sajafitur', 'pesawat', 'hotel', 'yg', 'muncul', 'update', 'versinya', 'mohon', 'bantuan', 'ny', 'uda']",traveloka buka sedia fitur sajafitur pesawat hotel yg muncul update versi mohon bantu ny uda
"Niatnya mau coba pake aplikasi ini, krn dlu sering pake apl ini, tp Mengecewakan masa search nya gak bisa2 pdahal sdh keluar otomatis, saat di klik malah notif salah ejaan, hadeeh...hapus aja lah aplikasi, pake Agoda lagi aja klo bgini mah",1,Negatif,niatnya mau coba pake aplikasi ini krn dlu sering pake apl ini tp mengecewakan masa search nya gak bisa pdahal sdh keluar otomatis saat di klik malah notif salah ejaan hadeehhapus aja lah aplikasi pake agoda lagi aja klo bgini mah,niatnya coba pake aplikasi krn dlu pake apl tp mengecewakan search nya gak pdahal sdh otomatis klik notif salah ejaan hadeehhapus aja aplikasi pake agoda aja klo bgini mah,"['niatnya', 'coba', 'pake', 'aplikasi', 'krn', 'dlu', 'pake', 'apl', 'tp', 'mengecewakan', 'search', 'nya', 'gak', 'pdahal', 'sdh', 'otomatis', 'klik', 'notif', 'salah', 'ejaan', 'hadeehhapus', 'aja', 'aplikasi', 'pake', 'agoda', 'aja', 'klo', 'bgini', 'mah']",niat coba pake aplikasi krn dlu pake apl tp kecewa search nya gak pdahal sdh otomatis klik notif salah eja hadeehhapus aja aplikasi pake agoda aja klo bgini mah
"Saya pesan ticket penginapan, sampai di hotel nya di tolak bahwa tidak ada bekerjasama lain. refund tidak bisa. Parah",1,Negatif,saya pesan ticket penginapan sampai di hotel nya di tolak bahwa tidak ada bekerjasama lain refund tidak bisa parah,pesan ticket penginapan hotel nya tolak bekerjasama refund parah,"['pesan', 'ticket', 'penginapan', 'hotel', 'nya', 'tolak', 'bekerjasama', 'refund', 'parah']",pesan ticket inap hotel nya tolak bekerjasama refund parah
"selalu yakin dan percaya untuk beli tiket penerbangan di traveloka, the best, thanks.",5,Positif,selalu yakin dan percaya untuk beli tiket penerbangan di traveloka the best thanks,percaya beli tiket penerbangan traveloka the best thanks,"['percaya', 'beli', 'tiket', 'penerbangan', 'traveloka', 'the', 'best', 'thanks']",percaya beli tiket terbang traveloka the best thanks
"Level makin hari makin turun, jarang digunakan juga, tolong hapusin data pribadi saya di sistem min, kalau bisa blokir dah 👎",1,Negatif,level makin hari makin turun jarang digunakan juga tolong hapusin data pribadi saya di sistem min kalau bisa blokir dah ,level turun jarang tolong hapusin data pribadi sistem min blokir dah,"['level', 'turun', 'jarang', 'tolong', 'hapusin', 'data', 'pribadi', 'sistem', 'min', 'blokir', 'dah']",level turun jarang tolong hapusin data pribadi sistem min blokir dah
"mantab, cepat singkat padat",5,Positif,mantab cepat singkat padat,mantab cepat singkat padat,"['mantab', 'cepat', 'singkat', 'padat']",mantab cepat singkat padat
user friendly dan sangat mudah dalam refund atau reschedule,5,Positif,user friendly dan sangat mudah dalam refund atau reschedule,user friendly mudah refund reschedule,"['user', 'friendly', 'mudah', 'refund', 'reschedule']",user friendly mudah refund reschedule
mudah dan simple,5,Positif,mudah dan simple,mudah simple,"['mudah', 'simple']",mudah simple
sangat² membantu disetiap perjalanan 🥰🥰,5,Positif,sangat membantu disetiap perjalanan ,membantu disetiap perjalanan,"['membantu', 'disetiap', 'perjalanan']",bantu tiap jalan
Traveloka mudah diakses dan pelayanan bagus....,5,Positif,traveloka mudah diakses dan pelayanan bagus,traveloka mudah diakses pelayanan bagus,"['traveloka', 'mudah', 'diakses', 'pelayanan', 'bagus']",traveloka mudah akses layan bagus
sangat berguna buat orang yg lagi perjalanan jau/mudik,5,Positif,sangat berguna buat orang yg lagi perjalanan jaumudik,berguna orang yg perjalanan jaumudik,"['berguna', 'orang', 'yg', 'perjalanan', 'jaumudik']",guna orang yg jalan jaumudik
"semua menjadi mudah, dan tidak perlu antri Gaess. Terimakasih Traveloka🙏🏽😉",5,Positif,semua menjadi mudah dan tidak perlu antri gaess terimakasih traveloka,mudah antri gaess terimakasih traveloka,"['mudah', 'antri', 'gaess', 'terimakasih', 'traveloka']",mudah antri gaess terimakasih traveloka
"praktis, efektif dan efisien",5,Positif,praktis efektif dan efisien,praktis efektif efisien,"['praktis', 'efektif', 'efisien']",praktis efektif efisien
sangat pembantu applikasi ini... di saat waktu yg mendadak.,5,Positif,sangat pembantu applikasi ini di saat waktu yg mendadak,pembantu applikasi yg mendadak,"['pembantu', 'applikasi', 'yg', 'mendadak']",bantu applikasi yg dadak
semakin mudah jalan jalannya,5,Positif,semakin mudah jalan jalannya,mudah jalan jalannya,"['mudah', 'jalan', 'jalannya']",mudah jalan jalan
"Langsung saya uninstall dan gak akan ku install lagi.... Komplain mau nge refund gak dibantu, padahal cancel dan tlpn k cs dari jam 11 . Awal ingin check-in jam 10 siang saya k hotel, walaupun secara aturan check-in itu jam 14.00, secara pemesanan refundable dan amandable, karena mendesak dan saya harus cancel akhirnya saya tlpn cs, harus nunggu 3x60 menit harusnya jam 1 sdh dapat info, jam 2 blm ada kabar. Tau2 sore hari dpat kabar by email dan tlpn lsg cs k saya, katanya ga bisa karena sdh",1,Negatif,langsung saya uninstall dan gak akan ku install lagi komplain mau nge refund gak dibantu padahal cancel dan tlpn k cs dari jam   awal ingin checkin jam  siang saya k hotel walaupun secara aturan checkin itu jam  secara pemesanan refundable dan amandable karena mendesak dan saya harus cancel akhirnya saya tlpn cs harus nunggu x menit harusnya jam  sdh dapat info jam  blm ada kabar tau sore hari dpat kabar by email dan tlpn lsg cs k saya katanya ga bisa karena sdh,langsung uninstall gak ku install komplain nge refund gak dibantu cancel tlpn k cs jam checkin jam siang k hotel aturan checkin jam pemesanan refundable amandable mendesak cancel tlpn cs nunggu x menit jam sdh info jam blm kabar tau sore dpat kabar by email tlpn lsg cs k ga sdh,"['langsung', 'uninstall', 'gak', 'ku', 'install', 'komplain', 'nge', 'refund', 'gak', 'dibantu', 'cancel', 'tlpn', 'k', 'cs', 'jam', 'checkin', 'jam', 'siang', 'k', 'hotel', 'aturan', 'checkin', 'jam', 'pemesanan', 'refundable', 'amandable', 'mendesak', 'cancel', 'tlpn', 'cs', 'nunggu', 'x', 'menit', 'jam', 'sdh', 'info', 'jam', 'blm', 'kabar', 'tau', 'sore', 'dpat', 'kabar', 'by', 'email', 'tlpn', 'lsg', 'cs', 'k', 'ga', 'sdh']",langsung uninstall gak ku install komplain nge refund gak bantu cancel tlpn k cs jam checkin jam siang k hotel atur checkin jam mesan refundable amandable desak cancel tlpn cs nunggu x menit jam sdh info jam blm kabar tau sore dpat kabar by email tlpn lsg cs k ga sdh
"Proses pemesanan yg sangat mudah, cepat dan terpercaya. Terimakasih Traveloka.",5,Positif,proses pemesanan yg sangat mudah cepat dan terpercaya terimakasih traveloka,proses pemesanan yg mudah cepat terpercaya terimakasih traveloka,"['proses', 'pemesanan', 'yg', 'mudah', 'cepat', 'terpercaya', 'terimakasih', 'traveloka']",proses mesan yg mudah cepat percaya terimakasih traveloka
Traveloka sangat simpel dan praktis.,5,Positif,traveloka sangat simpel dan praktis,traveloka simpel praktis,"['traveloka', 'simpel', 'praktis']",traveloka simpel praktis
Pengalaman mengesankan saat refund. Fast respon 👍🏻,5,Positif,pengalaman mengesankan saat refund fast respon ,pengalaman mengesankan refund fast respon,"['pengalaman', 'mengesankan', 'refund', 'fast', 'respon']",alam kesan refund fast respon
fitur mudah digunakan,5,Positif,fitur mudah digunakan,fitur mudah,"['fitur', 'mudah']",fitur mudah
layanan sangat memuaskan,5,Positif,layanan sangat memuaskan,layanan memuaskan,"['layanan', 'memuaskan']",layan muas
keren sangat membantu bagi travelling,5,Positif,keren sangat membantu bagi travelling,keren membantu travelling,"['keren', 'membantu', 'travelling']",keren bantu travelling
Akhir akhir ini aplikasi ini makin gak jelas. Harga berubah ubah. Saat di cari harga a. Kemudian di klik harga b pas mau bayar harga c. Ini traveloka masih serius gak ngurus hal teknis gini? Harga kamar kayak harga trading forex. Admin nya coba cek aplikasi anda ya.,1,Negatif,akhir akhir ini aplikasi ini makin gak jelas harga berubah ubah saat di cari harga a kemudian di klik harga b pas mau bayar harga c ini traveloka masih serius gak ngurus hal teknis gini harga kamar kayak harga trading forex admin nya coba cek aplikasi anda ya,aplikasi gak harga berubah ubah cari harga a klik harga b pas bayar harga c traveloka serius gak ngurus teknis gini harga kamar kayak harga trading forex admin nya coba cek aplikasi ya,"['aplikasi', 'gak', 'harga', 'berubah', 'ubah', 'cari', 'harga', 'a', 'klik', 'harga', 'b', 'pas', 'bayar', 'harga', 'c', 'traveloka', 'serius', 'gak', 'ngurus', 'teknis', 'gini', 'harga', 'kamar', 'kayak', 'harga', 'trading', 'forex', 'admin', 'nya', 'coba', 'cek', 'aplikasi', 'ya']",aplikasi gak harga ubah ubah cari harga a klik harga b pas bayar harga c traveloka serius gak ngurus teknis gin harga kamar kayak harga trading forex admin nya coba cek aplikasi ya
